1	"Mathematics"	"MATHEMATICS, APPLIED"	"Natural Sciences"
1	"Mathematics"	"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS"	"Natural Sciences"
1	"Mathematics"	"MATHEMATICS"	"Natural Sciences"
1	"Mathematics"	"PHYSICS, MATHEMATICAL"	"Natural Sciences"
1	"Mathematics"	"STATISTICS & PROBABILITY"	"Natural Sciences"
1	"Computer and information sciences"	"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	"Natural Sciences"
1	"Computer and information sciences"	"COMPUTER SCIENCE, CYBERNETICS"	"Natural Sciences"
1	"Computer and information sciences"	"COMPUTER SCIENCE, INFORMATION SYSTEMS"	"Natural Sciences"
1	"Computer and information sciences"	"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"	"Natural Sciences"
1	"Computer and information sciences"	"COMPUTER SCIENCE, SOFTWARE ENGINEERING"	"Natural Sciences"
1	"Computer and information sciences"	"COMPUTER SCIENCE, THEORY & METHODS"	"Natural Sciences"
1	"Physical sciences"	"ACOUSTICS"	"Natural Sciences"
1	"Physical sciences"	"ASTRONOMY & ASTROPHYSICS"	"Natural Sciences"
1	"Physical sciences"	"OPTICS"	"Natural Sciences"
1	"Physical sciences"	"PHYSICS, APPLIED"	"Natural Sciences"
1	"Physical sciences"	"PHYSICS, FLUIDS & PLASMAS"	"Natural Sciences"
1	"Physical sciences"	"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL"	"Natural Sciences"
1	"Physical sciences"	"PHYSICS, MULTIDISCIPLINARY"	"Natural Sciences"
1	"Physical sciences"	"PHYSICS, CONDENSED MATTER"	"Natural Sciences"
1	"Physical sciences"	"PHYSICS, NUCLEAR"	"Natural Sciences"
1	"Physical sciences"	"PHYSICS, PARTICLES & FIELDS"	"Natural Sciences"
1	"Chemical sciences"	"CHEMISTRY, APPLIED"	"Natural Sciences"
1	"Chemical sciences"	"CHEMISTRY, MULTIDISCIPLINARY"	"Natural Sciences"
1	"Chemical sciences"	"CHEMISTRY, ANALYTICAL"	"Natural Sciences"
1	"Chemical sciences"	"CHEMISTRY, INORGANIC & NUCLEAR"	"Natural Sciences"
1	"Chemical sciences"	"CHEMISTRY, ORGANIC"	"Natural Sciences"
1	"Chemical sciences"	"CHEMISTRY, PHYSICAL"	"Natural Sciences"
1	"Chemical sciences"	"CRYSTALLOGRAPHY"	"Natural Sciences"
1	"Chemical sciences"	"ELECTROCHEMISTRY"	"Natural Sciences"
1	"Chemical sciences"	"POLYMER SCIENCE"	"Natural Sciences"
1	"Earth and related environmental sciences"	"GEOCHEMISTRY & GEOPHYSICS"	"Natural Sciences"
1	"Earth and related environmental sciences"	"ENVIRONMENTAL SCIENCES"	"Natural Sciences"
1	"Earth and related environmental sciences"	"GEOGRAPHY, PHYSICAL"	"Natural Sciences"
1	"Earth and related environmental sciences"	"GEOLOGY"	"Natural Sciences"
1	"Earth and related environmental sciences"	"GEOSCIENCES, MULTIDISCIPLINARY"	"Natural Sciences"
1	"Earth and related environmental sciences"	"METEOROLOGY & ATMOSPHERIC SCIENCES"	"Natural Sciences"
1	"Earth and related environmental sciences"	"MINERALOGY"	"Natural Sciences"
1	"Earth and related environmental sciences"	"OCEANOGRAPHY"	"Natural Sciences"
1	"Earth and related environmental sciences"	"PALEONTOLOGY"	"Natural Sciences"
1	"Earth and related environmental sciences"	"WATER RESOURCES"	"Natural Sciences"
1	"Biological sciences"	"BIODIVERSITY CONSERVATION"	"Natural Sciences"
1	"Biological sciences"	"BIOCHEMICAL RESEARCH METHODS"	"Natural Sciences"
1	"Biological sciences"	"BIOCHEMISTRY & MOLECULAR BIOLOGY"	"Natural Sciences"
1	"Biological sciences"	"BIOLOGY"	"Natural Sciences"
1	"Biological sciences"	"BIOLOGY, MISCELLANEOUS"	"Natural Sciences"
1	"Biological sciences"	"BIOPHYSICS"	"Natural Sciences"
1	"Biological sciences"	"PLANT SCIENCES"	"Natural Sciences"
1	"Biological sciences"	"CELL BIOLOGY"	"Natural Sciences"
1	"Biological sciences"	"ECOLOGY"	"Natural Sciences"
1	"Biological sciences"	"EVOLUTIONARY BIOLOGY"	"Natural Sciences"
1	"Biological sciences"	"DEVELOPMENTAL BIOLOGY"	"Natural Sciences"
1	"Biological sciences"	"ENTOMOLOGY"	"Natural Sciences"
1	"Biological sciences"	"GENETICS & HEREDITY"	"Natural Sciences"
1	"Biological sciences"	"MATHEMATICAL & COMPUTATIONAL BIOLOGY"	"Natural Sciences"
1	"Biological sciences"	"LIMNOLOGY"	"Natural Sciences"
1	"Biological sciences"	"MARINE & FRESHWATER BIOLOGY"	"Natural Sciences"
1	"Biological sciences"	"MICROBIOLOGY"	"Natural Sciences"
1	"Biological sciences"	"MYCOLOGY"	"Natural Sciences"
1	"Biological sciences"	"ORNITHOLOGY"	"Natural Sciences"
1	"Biological sciences"	"REPRODUCTIVE BIOLOGY"	"Natural Sciences"
1	"Biological sciences"	"VIROLOGY"	"Natural Sciences"
1	"Biological sciences"	"ZOOLOGY"	"Natural Sciences"
1	"Other natural sciences"	"MULTIDISCIPLINARY SCIENCES"	"Natural Sciences"
2	"Civil engineering"	"CONSTRUCTION & BUILDING TECHNOLOGY"	"Engineering and Technology"
2	"Civil engineering"	"ENGINEERING, CIVIL"	"Engineering and Technology"
2	"Civil engineering"	"NANOSCIENCE & NANOTECHNOLOGY"	"Engineering and Technology"
2	"Civil engineering"	"TRANSPORTATION SCIENCE & TECHNOLOGY"	"Engineering and Technology"
2	"Electrical engineering, electronic engineering, information engineering"	"AUTOMATION & CONTROL SYSTEMS"	"Engineering and Technology"
2	"Electrical engineering, electronic engineering, information engineering"	"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE"	"Engineering and Technology"
2	"Electrical engineering, electronic engineering, information engineering"	"COMMUNICATION"	"Engineering and Technology"
2	"Electrical engineering, electronic engineering, information engineering"	"ENGINEERING, ELECTRICAL & ELECTRONIC"	"Engineering and Technology"
2	"Electrical engineering, electronic engineering, information engineering"	"ROBOTICS"	"Engineering and Technology"
2	"Electrical engineering, electronic engineering, information engineering"	"TELECOMMUNICATIONS"	"Engineering and Technology"
2	"Mechanical engineering"	"ENGINEERING, AEROSPACE"	"Engineering and Technology"
2	"Mechanical engineering"	"THERMODYNAMICS"	"Engineering and Technology"
2	"Mechanical engineering"	"ENGINEERING, MECHANICAL"	"Engineering and Technology"
2	"Mechanical engineering"	"MECHANICS"	"Engineering and Technology"
2	"Mechanical engineering"	"NUCLEAR SCIENCE & TECHNOLOGY"	"Engineering and Technology"
2	"Chemical engineering"	"ENGINEERING, CHEMICAL"	"Engineering and Technology"
2	"Materials engineering"	"MATERIALS SCIENCE, PAPER & WOOD"	"Engineering and Technology"
2	"Materials engineering"	"MATERIALS SCIENCE, CERAMICS"	"Engineering and Technology"
2	"Materials engineering"	"MATERIALS SCIENCE, MULTIDISCIPLINARY"	"Engineering and Technology"
2	"Materials engineering"	"METALLURGY & METALLURGICAL ENGINEERING"	"Engineering and Technology"
2	"Materials engineering"	"MATERIALS SCIENCE, CHARACTERIZATION & TESTING"	"Engineering and Technology"
2	"Materials engineering"	"MATERIALS SCIENCE, COATINGS & FILMS"	"Engineering and Technology"
2	"Materials engineering"	"MATERIALS SCIENCE, COMPOSITES"	"Engineering and Technology"
2	"Materials engineering"	"MATERIALS SCIENCE, TEXTILES"	"Engineering and Technology"
2	"Medical engineering"	"ENGINEERING, BIOMEDICAL"	"Engineering and Technology"
2	"Medical engineering"	"MEDICAL LABORATORY TECHNOLOGY"	"Engineering and Technology"
2	"Environmental engineering"	"ENERGY & FUELS"	"Engineering and Technology"
2	"Environmental engineering"	"ENGINEERING, ENVIRONMENTAL"	"Engineering and Technology"
2	"Environmental engineering"	"ENGINEERING, MARINE"	"Engineering and Technology"
2	"Environmental engineering"	"ENGINEERING, OCEAN"	"Engineering and Technology"
2	"Environmental engineering"	"ENGINEERING, PETROLEUM"	"Engineering and Technology"
2	"Environmental engineering"	"ENGINEERING, GEOLOGICAL"	"Engineering and Technology"
2	"Environmental engineering"	"REMOTE SENSING"	"Engineering and Technology"
2	"Environmental engineering"	"MINING & MINERAL PROCESSING"	"Engineering and Technology"
2	"Environmental biotechnology"	"BIOTECHNOLOGY & APPLIED MICROBIOLOGY"	"Engineering and Technology"
2	"Industrial Biotechnology"	"MATERIALS SCIENCE, BIOMATERIALS"	"Engineering and Technology"
2	"Nano-technology"	"NANOSCIENCE & NANOTECHNOLOGY"	"Engineering and Technology"
2	"Other engineering and technologies"	"ENGINEERING, MULTIDISCIPLINARY"	"Engineering and Technology"
2	"Other engineering and technologies"	"ENGINEERING, INDUSTRIAL"	"Engineering and Technology"
2	"Other engineering and technologies"	"ENGINEERING, MANUFACTURING"	"Engineering and Technology"
2	"Other engineering and technologies"	"FOOD SCIENCE & TECHNOLOGY"	"Engineering and Technology"
2	"Other engineering and technologies"	"INSTRUMENTS & INSTRUMENTATION"	"Engineering and Technology"
2	"Other engineering and technologies"	"MICROSCOPY"	"Engineering and Technology"
2	"Other engineering and technologies"	"IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY"	"Engineering and Technology"
2	"Other engineering and technologies"	"SPECTROSCOPY"	"Engineering and Technology"
3	"Basic medicine"	"ANATOMY & MORPHOLOGY"	"Medical and Health Sciences"
3	"Basic medicine"	"CHEMISTRY, MEDICINAL"	"Medical and Health Sciences"
3	"Basic medicine"	"PSYCHOLOGY, CLINICAL"	"Medical and Health Sciences"
3	"Basic medicine"	"IMMUNOLOGY"	"Medical and Health Sciences"
3	"Basic medicine"	"MEDICINE, RESEARCH & EXPERIMENTAL"	"Medical and Health Sciences"
3	"Basic medicine"	"NEUROSCIENCES"	"Medical and Health Sciences"
3	"Basic medicine"	"PATHOLOGY"	"Medical and Health Sciences"
3	"Basic medicine"	"PHARMACOLOGY & PHARMACY"	"Medical and Health Sciences"
3	"Basic medicine"	"PHYSIOLOGY"	"Medical and Health Sciences"
3	"Basic medicine"	"TOXICOLOGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"ALLERGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"ANDROLOGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"ANESTHESIOLOGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"ONCOLOGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"CARDIAC & CARDIOVASCULAR SYSTEMS"	"Medical and Health Sciences"
3	"Clinical medicine"	"CRITICAL CARE MEDICINE"	"Medical and Health Sciences"
3	"Clinical medicine"	"EMERGENCY MEDICINE"	"Medical and Health Sciences"
3	"Clinical medicine"	"DENTISTRY, ORAL SURGERY & MEDICINE"	"Medical and Health Sciences"
3	"Clinical medicine"	"DERMATOLOGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"ENDOCRINOLOGY & METABOLISM"	"Medical and Health Sciences"
3	"Clinical medicine"	"GASTROENTEROLOGY & HEPATOLOGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"GERIATRICS & GERONTOLOGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"GERONTOLOGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"HEMATOLOGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"INTEGRATIVE & COMPLEMENTARY MEDICINE"	"Medical and Health Sciences"
3	"Clinical medicine"	"MEDICINE, GENERAL & INTERNAL"	"Medical and Health Sciences"
3	"Clinical medicine"	"CLINICAL NEUROLOGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"NEUROIMAGING"	"Medical and Health Sciences"
3	"Clinical medicine"	"OBSTETRICS & GYNECOLOGY"	"Medical and Health Sciences"
